severity,category,source_image,detail
error,invalid_image_or_label,train/images/IMG_20240211_144142_jpg.rf.rKjo17EXOBthyeyhyuXq.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_144320_jpg.rf.d7J7GtOFEPaDrb6GlSzX.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_144522_jpg.rf.ZAPa8o1Zx2dlEWKpleKR.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_144539_jpg.rf.NxtEtRvxPpUoazQR61JR.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_145324_jpg.rf.Tt33xLJwKL3bpT1yQU2O.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_145426_jpg.rf.1FoZvHvdrYWVNJ6r9wqg.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_145458_jpg.rf.BqHJ13eaYQ5x2KoEOZyX.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_150115_jpg.rf.3P0cDm87BiqQNgJJDqiO.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_150128_jpg.rf.2NsuvyPyG6THfCNDx6OZ.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_150157_jpg.rf.HU3pHiBoZtaQLwyHQLRR.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_150432_jpg.rf.zZ6HNzDDJFFQgRKzgBV7.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_150519_jpg.rf.C5KUdsJ3Q5EikMzCyRbQ.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_151014_jpg.rf.Igo8n0MaGlMhhysNnxaz.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_151038_jpg.rf.8M0xB056N5BNbxLfDezk.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_151043_jpg.rf.UbMvGDLwg6O0CnHH6CbR.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_151106_jpg.rf.UQHLZ9NohicNw9w7rWV2.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_151204_jpg.rf.Y8Wp1nJH5UhbAM3EEVMv.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_151213_jpg.rf.uHsGciijeTzCoqarx1ht.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_151248_jpg.rf.qCXN8tTv0izWrKaHeOVg.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_151329_jpg.rf.iizz5AhaWjFE6CTAHrmN.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_151402_jpg.rf.JgDVrAdq5OEuRFIc0OBp.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_151423_jpg.rf.ex4H1eQbSIIPzdHk0PEK.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_151426_jpg.rf.d1Tcwbj3mxR4mg67v5WG.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_151520_jpg.rf.h4wTaH9WBBSDxfw48xKS.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_151810_jpg.rf.ZcIQOar17rOLXZrEK9AM.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_151957_jpg.rf.evzCfSYe76lRMbeyWFgf.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_152404_jpg.rf.wwlLpb5dF8RL2v0LrYtI.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_152419_jpg.rf.ZBPhrpwVI1JYzxPnrzA6.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_152522_jpg.rf.S4DAxDxa2gOkJGUKOv1C.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_152549_jpg.rf.Ogdij1EqDps2pxaGlUTr.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_152557_jpg.rf.ZCOEKtfy4vCG69H1aqqz.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_152659_jpg.rf.ZLaPb3d5WdyV73kzZWaI.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_152714_jpg.rf.z9TbpOEsXm4c7RdfxImK.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_152722_jpg.rf.xV3NEful2Jx9wiSJFeQU.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_152729_jpg.rf.xKyIzziitPdo5qrWIfWY.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_161038_jpg.rf.PsqDhZelIIDsQOXLzOJ1.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_161139_jpg.rf.KhORCf0JQgwZaGbR7TeP.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_161222_jpg.rf.eZR5nV9muebvMM8MJBi0.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_161257_jpg.rf.lNj5hlPWNYg36UFtnex7.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_161313_jpg.rf.NE5OT3hTSdqCjoeUPOzw.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_161345_jpg.rf.88CfZtCQzUfSuHAZMXcv.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_161356_jpg.rf.MtLy3hzxpcvMV16lspuX.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_161711_jpg.rf.Y4Ba5DISpIHLeA5zoR8r.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_161736_jpg.rf.DWIClGeGliam3IoQq5vO.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_161815_jpg.rf.cpZrTIebUoHNCbb213jp.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_161947_jpg.rf.Y86mvEpS3JQyFtxvoFnA.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_161954_jpg.rf.Dr9rYQgbaOgGWhWBbRo0.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_161958_jpg.rf.d1AAIVm3XBIRsIVQBakU.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_162201_jpg.rf.p9DCetDbICou0iYiyRIF.jpg,"Line 1: coordinates must lie in [0, 1]."
error,invalid_image_or_label,train/images/IMG_20240211_162226_jpg.rf.5aKgfZilhIG9Dy3EjXCl.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_162358_jpg.rf.3bvgO2RXwXADoe67LcA7.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_162415_jpg.rf.mRbUAruEPKsTY7D4Rd1W.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_162430_jpg.rf.a5RwDOqRzLoDmrThviSk.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_162507_jpg.rf.JKHB5r42O81YwZcGM9bE.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_162527_jpg.rf.qC20GiONWu5MHY4yd31M.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_162552_jpg.rf.rClABejRF1D6TjDLLyh9.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_162553_jpg.rf.bT2wBRbszOU2gCam8a4T.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_162606_jpg.rf.MIR5daOoc8NsUJ6W5fiW.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_162659_jpg.rf.DBMtagfUCfdvbzexGbX1.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_162732_jpg.rf.e8adrjlS4gGfeVwqx0KU.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/IMG_20240211_162735_jpg.rf.4AEwiYYb3jr7vuVgkmzj.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/SmartSelect_20240223_100139_Messenger_jpg.rf.YZx2MSbGIrqYWJPXQOec.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/SmartSelect_20240302_173656_Facebook_jpg.rf.8KZFrHCRjmvQsJoAsvx8.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/SmartSelect_20240302_173749_Facebook_jpg.rf.O4emszTZgLsdMVE3uAle.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/SmartSelect_20240302_173934_Facebook_jpg.rf.NqT5bU5jVgXbeBHQoeh4.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/SmartSelect_20240318_014408_Facebook_jpg.rf.Xl9b0cVFTX7jvIXRR2QC.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,invalid_image_or_label,train/images/SmartSelect_20240430_103456_Messenger_jpg.rf.Jvmln2cSJRbyF5ib3gJ1.jpg,Non-default EXIF orientation: normalize image AND labels together before use.
error,orphan_label,train/labels/100_jpg.rf.zSQGHSLFn0ljedpjS8GG.txt,Label has no matching supported image.
error,orphan_label,train/labels/101_jpg.rf.U0MF9soZp2ecMIxa6cxe.txt,Label has no matching supported image.
error,orphan_label,train/labels/10463_png.rf.EJbCVCfXGUi6xrD4iA0k.txt,Label has no matching supported image.
error,orphan_label,train/labels/105-jpg_jpg.rf.DXZEyts5tbVyUesVIbqX.txt,Label has no matching supported image.
error,orphan_label,train/labels/105_jpg.rf.O13XVmSt5vHhrkqlC1ko.txt,Label has no matching supported image.
error,orphan_label,train/labels/10727_png.rf.l9an5LilqOtC5GxZWles.txt,Label has no matching supported image.
error,orphan_label,train/labels/10819_png.rf.VGt1GrmV2bRhIGk72iYQ.txt,Label has no matching supported image.
error,orphan_label,train/labels/10862_png.rf.UXcUTDUsCPdOYCpE7wzV.txt,Label has no matching supported image.
error,orphan_label,train/labels/109_jpg.rf.ZhTHsbF2n2U0gw1rZOhD.txt,Label has no matching supported image.
error,orphan_label,train/labels/10_jpg.rf.IizlsKwhvHcVo2tRo977.txt,Label has no matching supported image.
error,orphan_label,train/labels/110-jpg_jpg.rf.7HpC81StftFrRtwjniLt.txt,Label has no matching supported image.
error,orphan_label,train/labels/11173_png.rf.ReCR5T3sT0kBNGWm74FN.txt,Label has no matching supported image.
error,orphan_label,train/labels/111_jpg.rf.7FuGvpk8Ic96pvpzZ0OK.txt,Label has no matching supported image.
error,orphan_label,train/labels/1124_png.rf.gMPAYszx8Wi2ZawmiG0a.txt,Label has no matching supported image.
error,orphan_label,train/labels/1131_png.rf.8cQyZJKmRtyBAL0MJt98.txt,Label has no matching supported image.
error,orphan_label,train/labels/113_jpg.rf.heW9U01060sNaiVMuZwJ.txt,Label has no matching supported image.
error,orphan_label,train/labels/114-jpg_jpg.rf.rXCt2JOGcuWaSSsfFz0D.txt,Label has no matching supported image.
error,orphan_label,train/labels/117-jpg_jpg.rf.A2b5GsIR0HnE2EA67eWA.txt,Label has no matching supported image.
error,orphan_label,train/labels/11753_png.rf.yqxUzfCMmQf5Txbq0s06.txt,Label has no matching supported image.
error,orphan_label,train/labels/11780_png.rf.wMGQ7RBJ2MmfDT7hWC0h.txt,Label has no matching supported image.
error,orphan_label,train/labels/11882_png.rf.rbOy1ih9TSUx9zu4h5Wy.txt,Label has no matching supported image.
error,orphan_label,train/labels/121_jpg.rf.Pdv58nZTtCHM0hE9ZFwp.txt,Label has no matching supported image.
error,orphan_label,train/labels/122-jpg_jpg.rf.jbl36zufUkZTyUOhF8Ua.txt,Label has no matching supported image.
error,orphan_label,train/labels/12346_png.rf.lkvNYJjmfMDskAKfTXgn.txt,Label has no matching supported image.
error,orphan_label,train/labels/12428_png.rf.JrIquiTGhayVARqTcLfJ.txt,Label has no matching supported image.
error,orphan_label,train/labels/125-jpg_jpg.rf.j8VCnK1V5c3CfCtE5vpk.txt,Label has no matching supported image.
error,orphan_label,train/labels/127-jpg_jpg.rf.HyLqsWqUe6MqyNUjKsZr.txt,Label has no matching supported image.
error,orphan_label,train/labels/12728_png.rf.RTGNFr92v8uV7zgtMkxU.txt,Label has no matching supported image.
error,orphan_label,train/labels/12969_png.rf.lyKoetyYE6WYZvRU5h7b.txt,Label has no matching supported image.
error,orphan_label,train/labels/130-jpg_jpg.rf.KCXZeZfwpR4Bi3AMJ55M.txt,Label has no matching supported image.
error,orphan_label,train/labels/13028_png.rf.oG2KFWTOMN5U2KXCW6xn.txt,Label has no matching supported image.
error,orphan_label,train/labels/13164_png.rf.UHCdWXLgoTedjLngyfSP.txt,Label has no matching supported image.
error,orphan_label,train/labels/13210_png.rf.72ZUirRO23HkWSTJfoni.txt,Label has no matching supported image.
error,orphan_label,train/labels/13292_png.rf.8lnLj2jkFFlqUpzlxeX1.txt,Label has no matching supported image.
error,orphan_label,train/labels/1340_png.rf.9GFZG1jjshTDs32dvQqd.txt,Label has no matching supported image.
error,orphan_label,train/labels/135-jpg_jpg.rf.LH7XuaZwSupetVZBtj9X.txt,Label has no matching supported image.
error,orphan_label,train/labels/1359_png.rf.DGjpsnTsRW7gVjLQs6bs.txt,Label has no matching supported image.
error,orphan_label,train/labels/13682_png.rf.OE4xMtgRAMikJFDW2F3p.txt,Label has no matching supported image.
error,orphan_label,train/labels/13805_png.rf.5dlG9tFO7w1QJ0xBcj2D.txt,Label has no matching supported image.
error,orphan_label,train/labels/13887_png.rf.GsUCziPSWRXeE7RBtkgm.txt,Label has no matching supported image.
error,orphan_label,train/labels/13995_png.rf.yzcLUYyaKPGxiqSrIIpt.txt,Label has no matching supported image.
error,orphan_label,train/labels/139_jpg.rf.wGsW0trZDWLbGUNtF7z3.txt,Label has no matching supported image.
error,orphan_label,train/labels/141-jpg_jpg.rf.ki079evYBZFoX2Sw1iBr.txt,Label has no matching supported image.
error,orphan_label,train/labels/14237_png.rf.Zn18I0OeIs2TY5aTgBYv.txt,Label has no matching supported image.
error,orphan_label,train/labels/14282_png.rf.8E36oRNs7hpfyQDzVwaD.txt,Label has no matching supported image.
error,orphan_label,train/labels/14446_png.rf.0k0tg3iAycnAouqD0WBW.txt,Label has no matching supported image.
error,orphan_label,train/labels/145-jpg_jpg.rf.TrlzwfxSFPkIbRMhiZXf.txt,Label has no matching supported image.
error,orphan_label,train/labels/1467_png.rf.e4RG1O76w77CnSOEiPm7.txt,Label has no matching supported image.
error,orphan_label,train/labels/148-jpg_jpg.rf.SPeITim8IFZzFLl18D6E.txt,Label has no matching supported image.
error,orphan_label,train/labels/14828_png.rf.xrf0VUZJ32V5XLqAsm9l.txt,Label has no matching supported image.
error,orphan_label,train/labels/14831_png.rf.8h0BOwvrB8MXzcacQ4JA.txt,Label has no matching supported image.
error,orphan_label,train/labels/149-jpg_jpg.rf.e77Zjri8SKjNKiyqmTIE.txt,Label has no matching supported image.
error,orphan_label,train/labels/14967_png.rf.1wsC9ENDbvcLQ4Eq0mgt.txt,Label has no matching supported image.
error,orphan_label,train/labels/150248236_255427149365153_6370234918109321290_n_jpg.rf.eKWr4kXDCpr61miAzP1H.txt,Label has no matching supported image.
error,orphan_label,train/labels/150592769_486528569404587_4110824491527555866_n_jpg.rf.KmNzZOKQwkC7CWgc357H.txt,Label has no matching supported image.
error,orphan_label,train/labels/15128_png.rf.l4rppo5ostHRNnCrMhks.txt,Label has no matching supported image.
error,orphan_label,train/labels/152-jpg_jpg.rf.psW3DIzFqH57907KEKXk.txt,Label has no matching supported image.
error,orphan_label,train/labels/15371_png.rf.A5CqpvCdasFxaFdnBosJ.txt,Label has no matching supported image.
error,orphan_label,train/labels/15400_png.rf.Ah2KgT8zq3tkZmy1V3on.txt,Label has no matching supported image.
error,orphan_label,train/labels/15564_png.rf.r1H7XLLI9fu3IbxnfW7w.txt,Label has no matching supported image.
error,orphan_label,train/labels/156-jpg_jpg.rf.QFxZkzkxQjookPlAmCXA.txt,Label has no matching supported image.
error,orphan_label,train/labels/1575_png.rf.mnB1PIRFyzXKBPzZ4VGV.txt,Label has no matching supported image.
error,orphan_label,train/labels/15858_png.rf.XNorK6KiJYABssGRdV9x.txt,Label has no matching supported image.
error,orphan_label,train/labels/15864_png.rf.FyCjdHqufALcUaeWkJr2.txt,Label has no matching supported image.
error,orphan_label,train/labels/15911_png.rf.cdjzAf5ok5GPpBMnleWU.txt,Label has no matching supported image.
error,orphan_label,train/labels/15966_png.rf.QzIocmaAKV0uC6b0wAMp.txt,Label has no matching supported image.
error,orphan_label,train/labels/16164_png.rf.ojlwLcjbXI36D6Xj33q9.txt,Label has no matching supported image.
error,orphan_label,train/labels/162-jpg_jpg.rf.AoUz4eNERCijoZR3pFp4.txt,Label has no matching supported image.
error,orphan_label,train/labels/163-jpg_jpg.rf.mkuPXH8TLCPMsVf6xJnM.txt,Label has no matching supported image.
error,orphan_label,train/labels/164-jpg_jpg.rf.kzrvLuK1CQbdLpm4xdf3.txt,Label has no matching supported image.
error,orphan_label,train/labels/16491_png.rf.9eE1hzYownPxM57MRSDH.txt,Label has no matching supported image.
error,orphan_label,train/labels/16655_png.rf.oOQnSZEMVXSho07P5o7t.txt,Label has no matching supported image.
error,orphan_label,train/labels/16749_png.rf.3pbDeMVEplq2JIbFIhSw.txt,Label has no matching supported image.
error,orphan_label,train/labels/16873_png.rf.8wh87T610adj2zQO8Qrf.txt,Label has no matching supported image.
error,orphan_label,train/labels/16884_png.rf.TbS6RPQf7605oLHcfaKm.txt,Label has no matching supported image.
error,orphan_label,train/labels/17180_png.rf.4zujRJ1Yj6i8rm5Gas4d.txt,Label has no matching supported image.
error,orphan_label,train/labels/17559_png.rf.4sF0wnL9t5VJIp4HvAzM.txt,Label has no matching supported image.
error,orphan_label,train/labels/17883_png.rf.RGTmTeLzepGUbJnHiGBf.txt,Label has no matching supported image.
error,orphan_label,train/labels/1861_png.rf.PFltmG2lkSDcb56KuanQ.txt,Label has no matching supported image.
error,orphan_label,train/labels/1_jpg.rf.XRm3l3Ky5Xxxkb6ICbsJ.txt,Label has no matching supported image.
error,orphan_label,train/labels/201_png_jpg.rf.RSrOV0gEKgRSzO7mbRCM.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_114331_jpg.rf.jZjARopYhw3g6s9Se85T.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_114401_jpg.rf.9U1AIl5ZMePjVzdvlkSy.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_131603_jpg.rf.RFkX9SuvrnzVBd3skPyx.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_131628_jpg.rf.Kz3vEiduvz6JdXFAC8eQ.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_131638_jpg.rf.IjfRMTC44FnUzuVnDHGI.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_141950_jpg.rf.CYemWQWL1lvmg149HJUz.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_141953_jpg.rf.ovWqYOum6OjYaU2JlQym.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_142045_jpg.rf.qJKr6Gwo8lxlHMbmnZM5.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_142057_jpg.rf.sBDHUGZjK1RDDQCXdnOO.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_143849_jpg.rf.K9ti4CDSbgF5KThAK986.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_143926_jpg.rf.6EdovLi0Zj1XZsiZSlS0.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_144151_jpg.rf.24B2Jq763fuhamfVqc8G.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_144222_jpg.rf.Imt4GmxqCTuzBIX2mgOi.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_144306_jpg.rf.cTfQA1kD1St6frtcNZOK.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_144412_jpg.rf.Xi8T4lK4oAJzYE3ZKqxY.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_144415_jpg.rf.qJrkIkG0xIcrSss9zELa.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_144425_jpg.rf.2V4iUXuIaoo8rauqkuKy.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_144451_jpg.rf.O67u9MgCZRBfdQTFHsBO.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_144525_jpg.rf.owEudH4lkQMvSKAsIIGR.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_144544_jpg.rf.cCjYOXlZ2A6JNbOnfTkT.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_144547_jpg.rf.C43b391APx6yDcvwIyuM.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_144553_jpg.rf.i5uDdNsn5U1dJ2Vyfis5.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_144604_jpg.rf.k7s3OVKwkUsEjAmXni2D.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_144646_jpg.rf.wWJHIVF0EctRA8rH0ILP.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_144741_jpg.rf.ip9yhB4P25veXesEr9QT.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_144944_jpg.rf.mOHCOLM3y8iSSJpUUII3.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_144956_jpg.rf.SvIXuaFOKtJLuPyebl8k.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_145230_jpg.rf.AsUhUATWMZsDPzU89nqo.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_145334_jpg.rf.VoSLcTDlwI56AaGp1ppW.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_145348_jpg.rf.sOm7HXmMAl2sNMUQTLlQ.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_145459(0)_jpg.rf.hNFfjyWvt5D3zJY1KgkK.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_150121_jpg.rf.iG9QLMPrSjsTwrPWISbV.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_150207_jpg.rf.eXN818yqhKAyGTd9mt3R.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_150232_jpg.rf.nF1jDkHOxBJJt9cUbln4.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_150646_jpg.rf.6c8VxY6imFsBmgFwuaw9.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_150806_jpg.rf.OcMWGRclZBqypNkNqp6c.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_150850_jpg.rf.BcM0MfkFZ43NHYFeR2jB.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_151133_jpg.rf.SKtO0vMkBRIkwHGpxwnP.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_151424_jpg.rf.Ds6t58TPEL9fH7JNxtz1.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_151453_jpg.rf.lkBXAlPrrzDwWFhVHkiT.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_151505_jpg.rf.KZ8fUQ5pVsB0gtwCAMsD.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_151933_jpg.rf.Bb2oqCJSrw2pAIsQgn5b.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_152417_jpg.rf.n4aUn7OdyKm6Wxsmv5M4.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_152519_jpg.rf.i8lkoJAtwSvAAKwf8PqE.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_152641_jpg.rf.xTJPf6xaGr24X2k0k26c.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_152742_jpg.rf.KxO2yYpaG8WY60H1PWYc.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_152846_jpg.rf.aGPc1s5IPIh1oJvLDYYM.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_152858_jpg.rf.N5AU8KrLtf7ktgXVTV7M.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_152922_jpg.rf.mWAs1vjgNK8XAUov7mFP.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_152928_jpg.rf.oYCgENq532SWc4lhAt0Z.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_153003_jpg.rf.QaxIDC2jwoNfTQZZJyob.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_153116_jpg.rf.hI8dqtZzWth4W6p3Rgv7.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_153308_jpg.rf.3tjayNEy6ZXKToJGUu87.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_153617_jpg.rf.HLWZ5mGzpPHRjEG2kDd5.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_153622_jpg.rf.lPRfN1prYFfUPbj6ra6r.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_153714_jpg.rf.1F5pBL7vUPQdQzkamD58.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_153717_jpg.rf.8dw2VxWfYG4KNy67kk2h.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_153726_jpg.rf.nSqxb4SDofagdWxoanEY.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_154002_jpg.rf.JJPw2VuEehPRFVZ6S2rM.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_154004_jpg.rf.rCsoaWUxQquux1z4GQhS.txt,Label has no matching supported image.
error,orphan_label,train/labels/20240211_154030_jpg.rf.nCptbQW3qXKbyiqqYVwP.txt,Label has no matching supported image.
